,Case_Number,Case_NumberAlt,Reported_Date,Occurred_Date,NIBRS_Crime_Against,Offense_Category,Offense,Problem_Initial,Problem_Final,Address,Precinct,Neighborhood,Latitude,Longitude,Date_Occurred,Time_Occurred,Date_Reported,Time_Reported
87525,22-233191,MP2022233191,2022-10-01 18:39:00+00:00,2022-10-01 16:29:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft in Progress (P),Auto Theft in Progress (P),42ND ST E / 31ST AVE S,3.0,Standish,44.92688,-93.22703,2022-10-01,16:29:00,2022-10-01,18:39:00
87580,22-034991,MP202234991,2022-02-18 13:20:00+00:00,2022-02-18 10:00:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0040XX 31ST AVE S,3.0,Standish,44.92958,-93.22703,2022-02-18,10:00:00,2022-02-18,13:20:00
87756,22-031849,MP202231849,2022-02-14 11:44:00+00:00,2022-02-07 12:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,Theft - Report Only (P),Theft - Report Only (P),0039XX 23RD AVE S,3.0,Standish,44.93141,-93.23846,2022-02-07,12:00:00,2022-02-14,11:44:00
87862,20-704160,MP2020704160,2020-07-21 12:28:00+00:00,2020-07-21 05:20:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2020-07-21,05:20:00,2020-07-21,12:28:00
88242,22-217227,MP2022217227,2022-09-14 13:54:00+00:00,2022-09-03 09:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,Theft - Report Only (P),Theft - Report Only (P),0037XX CEDAR AVE S,3.0,Standish,44.93502,-93.24734,2022-09-03,09:00:00,2022-09-14,13:54:00
88261,20-121242,MP2020121242,2020-05-07 11:43:00+00:00,2020-05-02 20:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0040XX STANDISH AVE,3.0,Standish,44.92961,-93.23973,2020-05-02,20:00:00,2020-05-07,11:43:00
88352,22-708680,MP2022708680,2022-07-30 14:30:00+00:00,2022-07-30 00:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2022-07-30,00:00:00,2022-07-30,14:30:00
88457,22-121022,MP2022121022,2022-06-03 18:47:00+00:00,2022-06-03 16:15:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Suspicious Person (P),Damage Property-In Progress(P),0042XX 19TH AVE S,3.0,Standish,44.92602,-93.24478,2022-06-03,16:15:00,2022-06-03,18:47:00
88507,21-278379,MP2021278379,2021-12-04 16:20:00+00:00,2021-12-04 16:18:00+00:00,Property ,Robbery ,Robbery ,Robbery of Person (P),Robbery of Person (P),0039XX LONGFELLOW AVE,3.0,Standish,44.93142,-93.24607,2021-12-04,16:18:00,2021-12-04,16:20:00
88716,22-190928,MP2022190928,2022-08-16 21:51:00+00:00,2022-08-15 23:25:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Auto Theft (P),Auto Theft (P),0038XX 25TH AVE S,3.0,Standish,44.93321,-93.23592,2022-08-15,23:25:00,2022-08-16,21:51:00
88736,20-707281,MP2020707281,2020-10-25 11:29:00+00:00,2020-10-24 18:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,,,0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2020-10-24,18:00:00,2020-10-25,11:29:00
88791,19-706111,MP2019706111,2019-09-26 13:17:00+00:00,2019-09-21 23:30:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,,,0041XX 26TH AVE S,3.0,Standish,44.9278,-93.23466,2019-09-21,23:30:00,2019-09-26,13:17:00
89061,20-080522,MP202080522,2020-03-27 09:51:00+00:00,2020-03-26 22:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0031XX 40TH ST E,3.0,Standish,44.9305,-93.22713,2020-03-26,22:00:00,2020-03-27,09:51:00
89068,22-253011,MP2022253011,2022-10-23 22:29:00+00:00,2022-10-23 22:15:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Damage Property-In Progress(P),Damage Property-In Progress(P),0038XX 24TH AVE S,3.0,Standish,44.93321,-93.23719,2022-10-23,22:15:00,2022-10-23,22:29:00
89092,20-255012,MP2020255012,2020-10-03 14:59:00+00:00,2020-10-03 11:30:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,Damage Property-Rpt Only (P),Damage Property-Rpt Only (P),0037XX 29TH AVE S,3.0,Standish,44.93501,-93.23085,2020-10-03,11:30:00,2020-10-03,14:59:00
89144,22-050244,MP202250244,2022-03-10 16:29:00+00:00,2022-03-10 10:30:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,Theft - Report Only (P),Theft - Report Only (P),0040XX 28TH AVE S,3.0,Standish,44.9296,-93.23211,2022-03-10,10:30:00,2022-03-10,16:29:00
89188,21-118369,MP2021118369,2021-06-01 17:23:00+00:00,2021-05-31 16:15:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,Theft - Report Only (P),Theft - Report Only (P),0040XX STANDISH AVE,3.0,Standish,44.92961,-93.23973,2021-05-31,16:15:00,2021-06-01,17:23:00
89282,22-712219,MP2022712219,2022-10-21 14:27:00+00:00,2022-10-21 13:33:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2022-10-21,13:33:00,2022-10-21,14:27:00
89366,22-178455,MP2022178455,2022-08-03 11:48:00+00:00,2022-08-02 19:45:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0040XX 27TH AVE S,3.0,Standish,44.9296,-93.23339,2022-08-02,19:45:00,2022-08-03,11:48:00
89369,22-711658,MP2022711658,2022-10-07 09:44:00+00:00,2022-09-30 09:15:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2022-09-30,09:15:00,2022-10-07,09:44:00
89646,21-063863,MP202163863,2021-03-28 18:02:00+00:00,2021-03-28 18:02:00+00:00,Society ,Weapon Law Violations ,Weapon Law Violations ,Sound of Shots Fired (P),Sound of Shots Fired (P),0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2021-03-28,18:02:00,2021-03-28,18:02:00
89726,21-203975,MP2021203975,2021-09-07 16:29:00+00:00,2021-09-06 23:00:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0041XX LONGFELLOW AVE,3.0,Standish,44.92782,-93.24606,2021-09-06,23:00:00,2021-09-07,16:29:00
89934,22-179618,MP2022179618,2022-08-04 14:29:00+00:00,2022-08-04 14:29:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft in Progress (P),Auto Theft in Progress (P),41ST ST E / 25TH AVE S,3.0,Standish,44.92871,-93.23593,2022-08-04,14:29:00,2022-08-04,14:29:00
89935,21-707035,MP2021707035,2021-09-07 12:27:00+00:00,2021-09-03 11:50:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2021-09-03,11:50:00,2021-09-07,12:27:00
90031,19-274130,MP2019274130,2019-09-10 15:51:00+00:00,2019-09-10 14:39:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Theft - Report Only (P),Theft - Report Only (P),0037XX 23RD AVE S,3.0,Standish,44.93501,-93.23889,2019-09-10,14:39:00,2019-09-10,15:51:00
90075,22-175990,MP2022175990,2022-07-31 21:33:00+00:00,2022-07-31 20:24:00+00:00,Person ,Assault Offenses ,Aggravated Assault ,Domestic Abuse-In Progress (P),Domestic Abuse-In Progress (P),0041XX 26TH AVE S,3.0,Standish,44.9278,-93.23466,2022-07-31,20:24:00,2022-07-31,21:33:00
90174,20-285856,MP2020285856,2020-11-09 19:26:00+00:00,2020-11-09 15:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng In Progress (P),Burglary Dwlng In Progress (P),0042XX 24TH AVE S,3.0,Standish,44.926,-93.23721,2020-11-09,15:00:00,2020-11-09,19:26:00
90237,19-196508,MP2019196508,2019-07-05 21:05:00+00:00,2019-07-05 07:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0040XX 26TH AVE S,3.0,Standish,44.9296,-93.23466,2019-07-05,07:00:00,2019-07-05,21:05:00
90247,21-289044,MP2021289044,2021-12-18 12:00:00+00:00,2021-12-18 11:50:00+00:00,Property ,Robbery ,Robbery ,Person with a Gun (P),Person with a Gun (P),0041XX STANDISH AVE,3.0,Standish,44.92781,-93.23973,2021-12-18,11:50:00,2021-12-18,12:00:00
90542,20-173211,MP2020173211,2020-06-30 17:15:00+00:00,2020-06-30 11:30:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,Theft - Report Only (P),Theft - Report Only (P),0023XX 38TH ST E,3.0,Standish,44.93411,-93.23782,2020-06-30,11:30:00,2020-06-30,17:15:00
90883,19-207427,MP2019207427,2019-07-15 12:00:00+00:00,2019-07-14 18:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,Theft - Report Only (P),Theft - Report Only (P),0039XX 20TH AVE S,3.0,Standish,44.93142,-93.24353,2019-07-14,18:00:00,2019-07-15,12:00:00
91119,21-071500,MP202171500,2021-04-06 18:35:00+00:00,2021-04-06 01:00:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0040XX 26TH AVE S,3.0,Standish,44.9296,-93.23466,2021-04-06,01:00:00,2021-04-06,18:35:00
91141,22-704939,MP2022704939,2022-05-17 08:11:00+00:00,2022-04-22 08:00:00+00:00,Property ,Fraud Offenses ,False Pretenses/Swindle/Confidence Game ,,,0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2022-04-22,08:00:00,2022-05-17,08:11:00
91242,20-056077,MP202056077,2020-03-02 09:33:00+00:00,2020-03-02 06:30:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0040XX 28TH AVE S,3.0,Standish,44.9296,-93.23211,2020-03-02,06:30:00,2020-03-02,09:33:00
91344,22-155316,MP2022155316,2022-07-09 15:15:00+00:00,2022-07-09 12:50:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Auto Theft (P),Auto Theft (P),0041XX 32ND AVE S,3.0,Standish,44.92778,-93.22565,2022-07-09,12:50:00,2022-07-09,15:15:00
91386,21-231558,MP2021231558,2021-10-08 09:21:00+00:00,2021-10-08 05:30:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0041XX 19TH AVE S,3.0,Standish,44.92782,-93.24479,2021-10-08,05:30:00,2021-10-08,09:21:00
91531,20-138314,MP2020138314,2020-05-23 14:29:00+00:00,2020-05-23 01:00:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Damage Property-Rpt Only (P),Damage Property-Rpt Only (P),0037XX STANDISH AVE,3.0,Standish,44.93501,-93.23971,2020-05-23,01:00:00,2020-05-23,14:29:00
91573,21-710125,MP2021710125,2021-12-08 13:57:00+00:00,2021-12-03 13:50:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0041XX STANDISH AVE,3.0,Standish,44.92781,-93.23973,2021-12-03,13:50:00,2021-12-08,13:57:00
92150,19-704138,MP2019704138,2019-07-14 00:23:00+00:00,2019-07-13 23:30:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0032XX 37TH ST E,3.0,Standish,44.93595,-93.22609,2019-07-13,23:30:00,2019-07-14,00:23:00
92685,20-024601,MP202024601,2020-01-28 18:50:00+00:00,2020-01-28 15:20:00+00:00,Society ,Drug/Narcotic Offenses ,Drug/Narcotic Violations ,Stabbing Report Only (P),Stabbing Report Only (P),0037XX 23RD AVE S,3.0,Standish,44.93501,-93.23889,2020-01-28,15:20:00,2020-01-28,18:50:00
92696,22-706636,MP2022706636,2022-06-23 17:42:00+00:00,2022-06-23 04:30:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,,,0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2022-06-23,04:30:00,2022-06-23,17:42:00
92725,22-706130,MP2022706130,2022-06-13 15:28:00+00:00,2022-06-13 12:00:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0035XX 24TH AVE S,3.0,Standish,44.93863,-93.2372,2022-06-13,12:00:00,2022-06-13,15:28:00
92902,19-707218,MP2019707218,2019-11-06 16:30:00+00:00,2019-11-03 13:40:00+00:00,Property ,Fraud Offenses ,False Pretenses/Swindle/Confidence Game ,,,0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2019-11-03,13:40:00,2019-11-06,16:30:00
93167,20-162185,MP2020162185,2020-06-17 10:05:00+00:00,2020-06-16 21:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,Damage Property-Rpt Only (P),Damage Property-Rpt Only (P),0038XX STANDISH AVE,3.0,Standish,44.93321,-93.23972,2020-06-16,21:00:00,2020-06-17,10:05:00
93278,21-702609,MP2021702609,2021-04-20 11:20:00+00:00,2021-04-12 11:10:00+00:00,Property ,Fraud Offenses ,Identity Theft ,,,0041XX STANDISH AVE,3.0,Standish,44.92781,-93.23973,2021-04-12,11:10:00,2021-04-20,11:20:00
93384,21-700528,MP2021700528,2021-01-24 18:39:00+00:00,2021-01-23 00:00:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,,,0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2021-01-23,00:00:00,2021-01-24,18:39:00
93465,19-317411,MP2019317411,2019-10-21 09:05:00+00:00,2019-10-21 00:00:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0041XX 21ST AVE S,3.0,Standish,44.92781,-93.24226,2019-10-21,00:00:00,2019-10-21,09:05:00
93470,21-707568,MP2021707568,2021-09-22 15:22:00+00:00,2021-09-22 05:30:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2021-09-22,05:30:00,2021-09-22,15:22:00
93638,19-186630,MP2019186630,2019-06-27 17:49:00+00:00,2019-06-13 00:30:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0042XX 24TH AVE S,3.0,Standish,44.926,-93.23721,2019-06-13,00:30:00,2019-06-27,17:49:00
93714,20-700085,MP2020700085,2020-01-04 09:52:00+00:00,2020-01-03 22:45:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,,,0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2020-01-03,22:45:00,2020-01-04,09:52:00
94031,20-253336,MP2020253336,2020-10-01 17:02:00+00:00,2020-09-30 01:30:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0038XX 28TH AVE S,3.0,Standish,44.93321,-93.23211,2020-09-30,01:30:00,2020-10-01,17:02:00
94040,19-074790,MP201974790,2019-03-16 09:39:00+00:00,2019-03-16 08:12:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,Theft (P),Theft (P),0041XX 32ND AVE S,3.0,Standish,44.92778,-93.22565,2019-03-16,08:12:00,2019-03-16,09:39:00
94413,21-053628,MP202153628,2021-03-14 23:00:00+00:00,2021-03-14 23:00:00+00:00,Person ,Assault Offenses ,Aggravated Assault ,Person with a Gun (P),Person with a Gun (P),0032XX 37TH ST E,3.0,Standish,44.93595,-93.22609,2021-03-14,23:00:00,2021-03-14,23:00:00
94519,21-709295,MP2021709295,2021-11-12 12:29:00+00:00,2021-11-10 17:30:00+00:00,Property ,Fraud Offenses ,False Pretenses/Swindle/Confidence Game ,,,0039XX 24TH AVE S,3.0,Standish,44.93141,-93.23719,2021-11-10,17:30:00,2021-11-12,12:29:00
94834,20-256585,MP2020256585,2020-10-05 11:11:00+00:00,2020-10-04 20:00:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Damage Property-Rpt Only (P),Damage Property-Rpt Only (P),0039XX 28TH AVE S,3.0,Standish,44.9314,-93.23211,2020-10-04,20:00:00,2020-10-05,11:11:00
94936,19-706236,MP2019706236,2019-10-01 15:02:00+00:00,2019-10-01 13:00:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2019-10-01,13:00:00,2019-10-01,15:02:00
95060,19-045077,MP201945077,2019-02-15 20:56:00+00:00,2019-02-15 18:00:00+00:00,Person ,Assault Offenses ,Aggravated Assault ,Person with a Gun (P),Person with a Gun (P),0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2019-02-15,18:00:00,2019-02-15,20:56:00
95071,20-708615,MP2020708615,2020-12-13 20:16:00+00:00,2020-12-13 18:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,,,0041XX STANDISH AVE,3.0,Standish,44.92781,-93.23973,2020-12-13,18:00:00,2020-12-13,20:16:00
95162,20-257092,MP2020257092,2020-10-05 22:13:00+00:00,2020-10-05 19:25:00+00:00,Property ,Larceny/Theft Offenses ,Purse-snatching ,Theft (P),Theft (P),0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2020-10-05,19:25:00,2020-10-05,22:13:00
95163,20-002179,MP20202179,2020-01-03 12:41:00+00:00,2020-01-03 11:50:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft in Progress (P),Auto Theft in Progress (P),0040XX 20TH AVE S,3.0,Standish,44.92962,-93.24353,2020-01-03,11:50:00,2020-01-03,12:41:00
95169,19-298883,MP2019298883,2019-10-02 07:55:00+00:00,2019-10-01 22:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0038XX 23RD AVE S,3.0,Standish,44.93321,-93.23845,2019-10-01,22:00:00,2019-10-02,07:55:00
95340,20-083870,MP202083870,2020-04-02 00:00:00+00:00,2020-04-02 00:00:00+00:00,Person ,Assault Offenses ,Simple Assault ,Domestic Abuse Report Only (P),Domestic Abuse Report Only (P),0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2020-04-02,00:00:00,2020-04-02,00:00:00
95349,20-282815,MP2020282815,2020-11-06 06:04:00+00:00,2020-11-06 05:14:00+00:00,Person ,Assault Offenses ,Aggravated Assault ,Assault in Progress (P),Assault in Progress (P),0041XX 26TH AVE S,3.0,Standish,44.9278,-93.23466,2020-11-06,05:14:00,2020-11-06,06:04:00
95407,22-204996,MP2022204996,2022-09-01 11:18:00+00:00,2022-09-01 11:18:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Receive Information (P),Receive Information (P),0030XX 38TH ST E,3.0,Standish,44.93412,-93.22979,2022-09-01,11:18:00,2022-09-01,11:18:00
95654,19-365416,MP2019365416,2019-12-12 13:13:00+00:00,2019-12-10 10:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng In Progress (P),Burglary Dwlng In Progress (P),0038XX 27TH AVE S,3.0,Standish,44.93321,-93.23338,2019-12-10,10:00:00,2019-12-12,13:13:00
95836,22-081934,MP202281934,2022-04-19 22:12:00+00:00,2022-04-15 12:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,Theft - Report Only (P),Theft - Report Only (P),0036XX 19TH AVE S,3.0,Standish,44.93682,-93.24481,2022-04-15,12:00:00,2022-04-19,22:12:00
95935,19-002254,MP20192254,2019-01-03 09:10:00+00:00,2019-01-03 07:30:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,Theft - Report Only (P),Theft - Report Only (P),0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2019-01-03,07:30:00,2019-01-03,09:10:00
95962,19-115930,MP2019115930,2019-04-25 08:24:00+00:00,2019-04-25 00:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0040XX 24TH AVE S,3.0,Standish,44.9296,-93.23719,2019-04-25,00:00:00,2019-04-25,08:24:00
96009,21-127536,MP2021127536,2021-06-11 22:37:00+00:00,2021-06-08 08:00:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0035XX 24TH AVE S,3.0,Standish,44.93863,-93.2372,2021-06-08,08:00:00,2021-06-11,22:37:00
96603,22-040920,MP202240920,2022-02-26 13:35:00+00:00,2022-02-13 00:01:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,Theft - Report Only (P),Theft - Report Only (P),0019XX 38TH ST E,3.0,Standish,44.93411,-93.24417,2022-02-13,00:01:00,2022-02-26,13:35:00
96833,21-706194,MP2021706194,2021-08-15 07:08:00+00:00,2021-08-08 12:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,,,0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2021-08-08,12:00:00,2021-08-15,07:08:00
96869,22-709376,MP2022709376,2022-08-17 16:29:00+00:00,2022-08-11 18:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,,,0041XX 26TH AVE S,3.0,Standish,44.9278,-93.23466,2022-08-11,18:00:00,2022-08-17,16:29:00
97514,20-133132,MP2020133132,2020-05-19 09:17:00+00:00,2020-05-15 15:00:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0023XX 38TH ST E,3.0,Standish,44.93411,-93.23782,2020-05-15,15:00:00,2020-05-19,09:17:00
97682,19-367157,MP2019367157,2019-12-14 15:22:00+00:00,2019-12-14 15:00:00+00:00,Person ,Assault Offenses ,Intimidation ,Domestic Abuse Report Only (P),Domestic Abuse Report Only (P),0041XX STANDISH AVE,3.0,Standish,44.92781,-93.23973,2019-12-14,15:00:00,2019-12-14,15:22:00
97832,20-273404,MP2020273404,2020-10-25 22:52:00+00:00,2020-10-25 08:00:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Damage Property-Rpt Only (P),Damage Property-Rpt Only (P),0037XX LONGFELLOW AVE,3.0,Standish,44.93502,-93.24605,2020-10-25,08:00:00,2020-10-25,22:52:00
97930,20-700125,MP2020700125,2020-01-07 09:59:00+00:00,2019-12-20 00:00:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2019-12-20,00:00:00,2020-01-07,09:59:00
97945,19-367817,MP2019367817,2019-12-26 14:48:00+00:00,2019-12-24 20:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Audible Residential Alarm (P),Audible Residential Alarm (P),0036XX 20TH AVE S,3.0,Standish,44.93682,-93.24355,2019-12-24,20:00:00,2019-12-26,14:48:00
97963,22-224719,MP2022224719,2022-10-11 00:00:00+00:00,2022-10-11 00:00:00+00:00,Person ,Sex Offenses ,Sex Offenses,Miscellaneous (P),Miscellaneous (P),0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2022-10-11,00:00:00,2022-10-11,00:00:00
97971,20-240729,MP2020240729,2020-09-17 04:51:00+00:00,2020-09-17 03:56:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,Theft (P),Theft (P),0038XX 26TH AVE S,3.0,Standish,44.93321,-93.23465,2020-09-17,03:56:00,2020-09-17,04:51:00
98284,21-708336,MP2021708336,2021-10-14 18:11:00+00:00,2021-10-14 13:47:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2021-10-14,13:47:00,2021-10-14,18:11:00
98387,22-127899,MP2022127899,2022-06-10 20:25:00+00:00,2022-06-10 16:35:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft in Progress (P),Auto Theft in Progress (P),0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2022-06-10,16:35:00,2022-06-10,20:25:00
98443,22-236607,MP2022236607,2022-10-05 09:14:00+00:00,2022-10-04 17:30:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),28TH AVE S / 38TH ST E,3.0,Standish,44.93412,-93.23212,2022-10-04,17:30:00,2022-10-05,09:14:00
98452,22-704254,MP2022704254,2022-04-30 01:21:00+00:00,2022-04-26 23:30:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,,,0041XX 26TH AVE S,3.0,Standish,44.9278,-93.23466,2022-04-26,23:30:00,2022-04-30,01:21:00
98464,19-286059,MP2019286059,2019-09-20 15:50:00+00:00,2019-09-19 15:00:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Miscellaneous (P),Miscellaneous (P),0018XX 37TH ST E,3.0,Standish,44.93592,-93.2467,2019-09-19,15:00:00,2019-09-20,15:50:00
98466,19-077287,MP201977287,2019-03-18 19:50:00+00:00,2019-03-18 17:25:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Theft (P),Theft (P),0022XX 38TH ST E,3.0,Standish,44.93411,-93.2393,2019-03-18,17:25:00,2019-03-18,19:50:00
98648,20-708071,MP2020708071,2020-11-20 17:47:00+00:00,2020-10-25 17:40:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2020-10-25,17:40:00,2020-11-20,17:47:00
