,Case_Number,Case_NumberAlt,Reported_Date,Occurred_Date,NIBRS_Crime_Against,Offense_Category,Offense,Problem_Initial,Problem_Final,Address,Precinct,Neighborhood,Latitude,Longitude,Date_Occurred,Time_Occurred,Date_Reported,Time_Reported
162255,22-018676,MP202218676,2022-01-27 13:53:00+00:00,2022-01-26 12:00:00+00:00,Property ,Counterfeiting/Forgery ,Counterfeiting/Forgery ,Miscellaneous (P),Forgery Report (P),0041XX 23RD AVE S,3.0,Standish,44.92781,-93.23846,2022-01-26,12:00:00,2022-01-27,13:53:00
162318,19-276047,MP2019276047,2019-09-12 09:11:00+00:00,2019-09-11 22:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0038XX LONGFELLOW AVE,3.0,Standish,44.93321,-93.24607,2019-09-11,22:00:00,2019-09-12,09:11:00
162600,20-702206,MP2020702206,2020-04-24 11:44:00+00:00,2020-04-21 02:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,,,0039XX 24TH AVE S,3.0,Standish,44.93141,-93.23719,2020-04-21,02:00:00,2020-04-24,11:44:00
162628,21-705518,MP2021705518,2021-07-26 11:51:00+00:00,2021-07-24 23:40:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,,,0035XX 24TH AVE S,3.0,Standish,44.93863,-93.2372,2021-07-24,23:40:00,2021-07-26,11:51:00
162634,21-700854,MP2021700854,2021-02-04 14:33:00+00:00,2020-12-14 00:00:00+00:00,Property ,Fraud Offenses ,Credit Card/Automated Teller Machine Fraud ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2020-12-14,00:00:00,2021-02-04,14:33:00
162668,20-189241,MP2020189241,2020-07-20 04:10:00+00:00,2020-07-20 03:36:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Damage Property-In Progress(P),Damage Property-In Progress(P),0041XX STANDISH AVE,3.0,Standish,44.92781,-93.23973,2020-07-20,03:36:00,2020-07-20,04:10:00
162674,21-003379,MP20213379,2021-01-05 19:23:00+00:00,2021-01-05 15:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,Theft - Report Only (P),Theft - Report Only (P),0040XX 23RD AVE S,3.0,Standish,44.92961,-93.23846,2021-01-05,15:00:00,2021-01-05,19:23:00
162755,21-067084,MP202167084,2021-04-01 20:04:00+00:00,2021-03-31 08:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,Theft - Report Only (P),Theft - Report Only (P),0041XX 20TH AVE S,3.0,Standish,44.92782,-93.24353,2021-03-31,08:00:00,2021-04-01,20:04:00
163042,21-207370,MP2021207370,2021-09-11 04:40:00+00:00,2021-09-11 04:40:00+00:00,Society ,Weapon Law Violations ,Weapon Law Violations ,On Site (P),Motor Vehicle Chase (P),0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2021-09-11,04:40:00,2021-09-11,04:40:00
163150,19-702332,MP2019702332,2019-05-07 10:22:00+00:00,2019-05-06 18:00:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,,,0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2019-05-06,18:00:00,2019-05-07,10:22:00
163274,20-018094,MP202018094,2020-01-21 17:47:00+00:00,2020-01-21 16:12:00+00:00,Property ,Robbery ,Robbery ,Robbery of Person (P),Robbery of Person (P),0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2020-01-21,16:12:00,2020-01-21,17:47:00
163351,21-180460,MP2021180460,2021-08-11 17:51:00+00:00,2021-08-11 17:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,Theft - Report Only (P),Theft - Report Only (P),0038XX 29TH AVE S,3.0,Standish,44.93321,-93.23084,2021-08-11,17:00:00,2021-08-11,17:51:00
163493,20-315680,MP2020315680,2020-12-20 19:00:00+00:00,2020-12-20 19:00:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0039XX 27TH AVE S,3.0,Standish,44.93141,-93.23338,2020-12-20,19:00:00,2020-12-20,19:00:00
163548,22-710845,MP2022710845,2022-09-20 08:35:00+00:00,2022-09-17 08:30:00+00:00,Property ,Fraud Offenses ,Identity Theft ,,,0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2022-09-17,08:30:00,2022-09-20,08:35:00
163623,19-289048,MP2019289048,2019-09-23 09:51:00+00:00,2019-09-22 20:30:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0021XX 37TH ST E,3.0,Standish,44.93592,-93.24163,2019-09-22,20:30:00,2019-09-23,09:51:00
163785,20-703257,MP2020703257,2020-06-17 11:52:00+00:00,2020-06-17 03:00:00+00:00,Person ,Assault Offenses ,Intimidation ,,,0039XX 24TH AVE S,3.0,Standish,44.93141,-93.23719,2020-06-17,03:00:00,2020-06-17,11:52:00
163952,22-071192,MP202271192,2022-04-05 22:41:00+00:00,2022-04-05 21:05:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Damage Property-In Progress(P),Damage Property-In Progress(P),0038XX CEDAR AVE S,3.0,Standish,44.93321,-93.24734,2022-04-05,21:05:00,2022-04-05,22:41:00
163956,22-702524,MP2022702524,2022-03-15 09:11:00+00:00,2022-03-12 02:00:00+00:00,Property ,Fraud Offenses ,Credit Card/Automated Teller Machine Fraud ,,,0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2022-03-12,02:00:00,2022-03-15,09:11:00
163990,22-704712,MP2022704712,2022-05-11 12:28:00+00:00,2022-05-09 20:00:00+00:00,Property ,Fraud Offenses ,Identity Theft ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2022-05-09,20:00:00,2022-05-11,12:28:00
164018,20-701489,MP2020701489,2020-03-18 17:57:00+00:00,2020-03-18 12:30:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0041XX 26TH AVE S,3.0,Standish,44.9278,-93.23466,2020-03-18,12:30:00,2020-03-18,17:57:00
164093,21-164480,MP2021164480,2021-07-24 14:24:00+00:00,2021-07-24 11:15:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0042XX 28TH AVE S,3.0,Standish,44.92599,-93.23213,2021-07-24,11:15:00,2021-07-24,14:24:00
164211,20-197877,MP2020197877,2020-07-30 00:00:00+00:00,2020-07-30 00:00:00+00:00,Person ,Assault Offenses ,Simple Assault ,Domestic Abuse Report Only (P),Domestic Abuse Report Only (P),0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2020-07-30,00:00:00,2020-07-30,00:00:00
164318,21-245766,MP2021245766,2021-10-25 02:49:00+00:00,2021-10-25 02:15:00+00:00,Property ,Robbery ,Robbery ,Robbery of Person (P),Robbery of Person (P),0042XX 28TH AVE S,3.0,Standish,44.92599,-93.23213,2021-10-25,02:15:00,2021-10-25,02:49:00
164423,21-254594,MP2021254594,2021-11-04 20:45:00+00:00,2021-11-04 20:45:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,Theft - Report Only (P),Theft - Report Only (P),0022XX 36TH ST E,3.0,Standish,44.93772,-93.23974,2021-11-04,20:45:00,2021-11-04,20:45:00
164485,22-164618,MP2022164618,2022-07-19 17:47:00+00:00,2022-07-19 17:45:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Personal Inj/Hit and Run (PFE),Personal Inj/Hit and Run (PFE),42ND ST E / 34TH AVE S,3.0,Standish,44.9269,-93.22465,2022-07-19,17:45:00,2022-07-19,17:47:00
164525,21-704736,MP2021704736,2021-07-01 18:32:00+00:00,2021-07-01 00:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,,,0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2021-07-01,00:00:00,2021-07-01,18:32:00
164831,20-154389,MP2020154389,2020-06-07 11:59:00+00:00,2020-06-07 03:30:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0038XX 23RD AVE S,3.0,Standish,44.93321,-93.23845,2020-06-07,03:30:00,2020-06-07,11:59:00
165081,20-250773,MP2020250773,2020-09-28 16:00:00+00:00,2020-09-24 19:30:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,Theft - Report Only (P),Theft - Report Only (P),0041XX CEDAR AVE S,3.0,Standish,44.92781,-93.24732,2020-09-24,19:30:00,2020-09-28,16:00:00
165095,19-706897,MP2019706897,2019-10-25 16:38:00+00:00,2019-10-24 16:30:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2019-10-24,16:30:00,2019-10-25,16:38:00
165179,20-704729,MP2020704729,2020-08-06 08:14:00+00:00,2020-08-04 01:30:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,,,0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2020-08-04,01:30:00,2020-08-06,08:14:00
165219,21-042523,MP202142523,2021-03-01 11:18:00+00:00,2021-03-01 06:40:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0026XX 38TH ST E,3.0,Standish,44.93411,-93.23401,2021-03-01,06:40:00,2021-03-01,11:18:00
165367,20-040154,MP202040154,2020-02-13 22:47:00+00:00,2020-02-13 19:30:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2020-02-13,19:30:00,2020-02-13,22:47:00
165407,19-241130,MP2019241130,2019-08-13 00:05:00+00:00,2019-08-12 23:00:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft in Progress (P)~PD,Auto Theft in Progress (P),0031XX 42ND ST E,3.0,Standish,44.92688,-93.22633,2019-08-12,23:00:00,2019-08-13,00:05:00
165553,20-182174,MP2020182174,2020-07-11 14:56:00+00:00,2020-07-11 12:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,Auto Theft (P),Auto Theft (P),0038XX 29TH AVE S,3.0,Standish,44.93321,-93.23084,2020-07-11,12:00:00,2020-07-11,14:56:00
165567,19-323997,MP2019323997,2019-10-28 08:32:00+00:00,2019-10-26 20:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0041XX NOKOMIS AVE S,3.0,Standish,44.92778,-93.2283,2019-10-26,20:00:00,2019-10-28,08:32:00
165962,22-701268,MP2022701268,2022-02-07 14:56:00+00:00,2022-02-04 14:50:00+00:00,Property ,Fraud Offenses ,Credit Card/Automated Teller Machine Fraud ,,,0041XX STANDISH AVE,3.0,Standish,44.92781,-93.23973,2022-02-04,14:50:00,2022-02-07,14:56:00
165997,20-286364,MP2020286364,2020-11-10 14:12:00+00:00,2020-11-09 09:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0041XX 28TH AVE S,3.0,Standish,44.92779,-93.23212,2020-11-09,09:00:00,2020-11-10,14:12:00
166111,20-700760,MP2020700760,2020-02-08 16:58:00+00:00,2020-02-07 07:30:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0039XX 24TH AVE S,3.0,Standish,44.93141,-93.23719,2020-02-07,07:30:00,2020-02-08,16:58:00
166164,21-020239,MP202120239,2021-01-29 15:38:00+00:00,2021-01-29 02:17:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0023XX 38TH ST E,3.0,Standish,44.93411,-93.23782,2021-01-29,02:17:00,2021-01-29,15:38:00
166188,20-037234,MP202037234,2020-02-10 19:13:00+00:00,2020-02-10 07:30:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0036XX CEDAR AVE S,3.0,Standish,44.93682,-93.24735,2020-02-10,07:30:00,2020-02-10,19:13:00
166268,21-067719,MP202167719,2021-04-07 00:00:00+00:00,2021-04-07 00:00:00+00:00,Person ,Assault Offenses ,Simple Assault ,,,0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2021-04-07,00:00:00,2021-04-07,00:00:00
166286,20-014385,MP202014385,2020-01-17 12:33:00+00:00,2020-01-17 12:33:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,Theft - Report Only (P),Theft - Report Only (P),0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2020-01-17,12:33:00,2020-01-17,12:33:00
166729,19-350460,MP2019350460,2019-11-25 08:13:00+00:00,2019-11-25 08:02:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft in Progress (P),Auto Theft in Progress (P),0041XX 32ND AVE S,3.0,Standish,44.92778,-93.22565,2019-11-25,08:02:00,2019-11-25,08:13:00
166761,20-282892,MP2020282892,2020-11-06 10:34:00+00:00,2020-10-26 10:00:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0023XX 38TH ST E,3.0,Standish,44.93411,-93.23782,2020-10-26,10:00:00,2020-11-06,10:34:00
167168,22-708831,MP2022708831,2022-08-06 20:40:00+00:00,2022-08-06 00:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,,,0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2022-08-06,00:00:00,2022-08-06,20:40:00
167465,21-205538,MP2021205538,2021-09-09 10:12:00+00:00,2021-09-09 10:12:00+00:00,Property ,Robbery ,Robbery ,Robbery Dwell in Progress (P),Robbery Dwell in Progress (P),0040XX STANDISH AVE,3.0,Standish,44.92961,-93.23973,2021-09-09,10:12:00,2021-09-09,10:12:00
167519,22-019870,MP202219870,2022-01-29 04:03:00+00:00,2022-01-29 02:19:00+00:00,Person ,Assault Offenses ,Simple Assault ,Domestic Abuse-In Progress (P),Domestic Abuse-In Progress (P),0035XX 24TH AVE S,3.0,Standish,44.93863,-93.2372,2022-01-29,02:19:00,2022-01-29,04:03:00
167644,20-057173,MP202057173,2020-03-03 11:27:00+00:00,2020-02-28 16:47:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,Theft - Report Only (P),Theft - Report Only (P),0039XX 26TH AVE S,3.0,Standish,44.9314,-93.23465,2020-02-28,16:47:00,2020-03-03,11:27:00
167659,22-700351,MP2022700351,2022-01-11 15:16:00+00:00,2022-01-11 15:05:00+00:00,Property ,Fraud Offenses ,Identity Theft ,,,0041XX 26TH AVE S,3.0,Standish,44.9278,-93.23466,2022-01-11,15:05:00,2022-01-11,15:16:00
167709,21-701617,MP2021701617,2021-03-09 10:11:00+00:00,2021-03-05 22:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,,,0039XX 24TH AVE S,3.0,Standish,44.93141,-93.23719,2021-03-05,22:00:00,2021-03-09,10:11:00
168083,22-174356,MP2022174356,2022-07-29 22:51:00+00:00,2022-07-29 22:51:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0042XX 19TH AVE S,3.0,Standish,44.92602,-93.24478,2022-07-29,22:51:00,2022-07-29,22:51:00
168137,20-223614,MP2020223614,2020-08-28 00:16:00+00:00,2020-08-27 23:00:00+00:00,Person ,Assault Offenses ,Aggravated Assault ,Unwanted Person (P),Domestic Abuse-In Progress (P),0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2020-08-27,23:00:00,2020-08-28,00:16:00
168408,22-103081,MP2022103081,2022-05-14 05:21:00+00:00,2022-05-14 05:18:00+00:00,Person ,Assault Offenses ,Aggravated Assault ,Domestic Abuse-In Progress (P),Domestic Abuse-In Progress (P),0039XX 24TH AVE S,3.0,Standish,44.93141,-93.23719,2022-05-14,05:18:00,2022-05-14,05:21:00
168558,22-709137,MP2022709137,2022-08-12 13:10:00+00:00,2022-08-12 12:30:00+00:00,Property ,Fraud Offenses ,Credit Card/Automated Teller Machine Fraud ,,,0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2022-08-12,12:30:00,2022-08-12,13:10:00
168631,20-187157,MP2020187157,2020-07-17 19:09:00+00:00,2020-07-17 16:04:00+00:00,Property ,Robbery ,Robbery ,Robbery of Person (P),Robbery of Person (P),0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2020-07-17,16:04:00,2020-07-17,19:09:00
168718,19-267358,MP2019267358,2019-09-04 20:50:00+00:00,2019-09-04 17:52:00+00:00,Society ,Drug/Narcotic Offenses ,Drug/Narcotic Violations ,Suspicious Vehicle (P),Suspicious Vehicle (P),0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2019-09-04,17:52:00,2019-09-04,20:50:00
168748,22-705442,MP2022705442,2022-05-27 02:55:00+00:00,2022-05-26 08:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,,,0041XX 26TH AVE S,3.0,Standish,44.9278,-93.23466,2022-05-26,08:00:00,2022-05-27,02:55:00
168944,20-707000,MP2020707000,2020-10-16 09:50:00+00:00,2020-10-16 00:10:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,,,0041XX STANDISH AVE,3.0,Standish,44.92781,-93.23973,2020-10-16,00:10:00,2020-10-16,09:50:00
169041,21-705354,MP2021705354,2021-07-20 21:48:00+00:00,2021-06-20 18:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,,,0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2021-06-20,18:00:00,2021-07-20,21:48:00
169092,19-702705,MP2019702705,2019-05-23 12:13:00+00:00,2019-05-22 22:30:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,,,0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2019-05-22,22:30:00,2019-05-23,12:13:00
169125,19-702665,MP2019702665,2019-05-21 16:37:00+00:00,2019-05-20 23:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,,,0039XX 24TH AVE S,3.0,Standish,44.93141,-93.23719,2019-05-20,23:00:00,2019-05-21,16:37:00
169156,20-039656,MP202039656,2020-02-13 08:56:00+00:00,2020-02-13 08:43:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft in Progress (P),Auto Theft in Progress (P),0036XX 25TH AVE S,3.0,Standish,44.93682,-93.23592,2020-02-13,08:43:00,2020-02-13,08:56:00
169403,22-029905,MP202229905,2022-02-11 16:21:00+00:00,2022-02-11 16:20:00+00:00,Society ,Drug/Narcotic Offenses ,Drug/Narcotic Violations ,Slumper (PE),Slumper (PE),0036XX CEDAR AVE S,3.0,Standish,44.93682,-93.24735,2022-02-11,16:20:00,2022-02-11,16:21:00
169539,20-227130,MP2020227130,2020-09-01 02:34:00+00:00,2020-09-01 01:45:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Damage Property-In Progress(P),Burglary Biz - In Progress (P),0037XX 23RD AVE S,3.0,Standish,44.93501,-93.23889,2020-09-01,01:45:00,2020-09-01,02:34:00
169627,19-705244,MP2019705244,2019-08-24 11:51:00+00:00,2019-08-21 11:40:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,,,0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2019-08-21,11:40:00,2019-08-24,11:51:00
169734,20-707827,MP2020707827,2020-11-11 13:17:00+00:00,2020-11-11 07:00:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0035XX 24TH AVE S,3.0,Standish,44.93863,-93.2372,2020-11-11,07:00:00,2020-11-11,13:17:00
169765,22-015918,MP202215918,2022-01-24 00:58:00+00:00,2022-01-24 00:54:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft in Progress (P),Auto Theft in Progress (P),0035XX 24TH AVE S,3.0,Standish,44.93863,-93.2372,2022-01-24,00:54:00,2022-01-24,00:58:00
169888,19-367001,MP2019367001,2019-12-14 11:20:00+00:00,2019-10-21 08:00:00+00:00,Property ,Fraud Offenses ,Credit Card/Automated Teller Machine Fraud ,Theft - Report Only (P),Theft - Report Only (P),0040XX STANDISH AVE,3.0,Standish,44.92961,-93.23973,2019-10-21,08:00:00,2019-12-14,11:20:00
170122,21-175725,MP2021175725,2021-08-06 08:59:00+00:00,2021-08-06 08:30:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Receive Information (P),Burglary Dwlng In Progress (P),0031XX 41ST ST E,3.0,Standish,44.9287,-93.22636,2021-08-06,08:30:00,2021-08-06,08:59:00
170328,20-180617,MP2020180617,2020-07-09 18:22:00+00:00,2020-07-06 09:00:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2020-07-06,09:00:00,2020-07-09,18:22:00
170393,22-705346,MP2022705346,2022-05-26 02:09:00+00:00,2022-05-22 07:45:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2022-05-22,07:45:00,2022-05-26,02:09:00
170559,22-076975,MP202276975,2022-04-13 12:40:00+00:00,2022-04-13 09:00:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0036XX 26TH AVE S,3.0,Standish,44.93682,-93.23465,2022-04-13,09:00:00,2022-04-13,12:40:00
170882,19-702064,MP2019702064,2019-04-24 12:42:00+00:00,2019-04-24 01:00:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,,,0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2019-04-24,01:00:00,2019-04-24,12:42:00
170984,19-707772,MP2019707772,2019-12-04 08:08:00+00:00,2019-12-03 19:35:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,,,0041XX 26TH AVE S,3.0,Standish,44.9278,-93.23466,2019-12-03,19:35:00,2019-12-04,08:08:00
170998,22-710222,MP2022710222,2022-09-06 15:38:00+00:00,2022-09-03 14:00:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0032XX 37TH ST E,3.0,Standish,44.93595,-93.22609,2022-09-03,14:00:00,2022-09-06,15:38:00
171229,20-702394,MP2020702394,2020-05-01 14:43:00+00:00,2020-04-05 11:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,,,0039XX 24TH AVE S,3.0,Standish,44.93141,-93.23719,2020-04-05,11:00:00,2020-05-01,14:43:00
171381,21-204627,MP2021204627,2021-09-08 10:15:00+00:00,2021-09-07 18:00:00+00:00,Property ,Fraud Offenses ,False Pretenses/Swindle/Confidence Game ,Theft - Report Only (P),Theft - Report Only (P),0039XX 28TH AVE S,3.0,Standish,44.9314,-93.23211,2021-09-07,18:00:00,2021-09-08,10:15:00
171550,19-059689,MP201959689,2019-03-02 00:41:00+00:00,2019-03-02 00:35:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft in Progress (P),Auto Theft in Progress (P),0037XX 23RD AVE S,3.0,Standish,44.93501,-93.23889,2019-03-02,00:35:00,2019-03-02,00:41:00
171555,20-300955,MP2020300955,2020-12-01 11:13:00+00:00,2020-11-30 23:00:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0041XX 28TH AVE S,3.0,Standish,44.92779,-93.23212,2020-11-30,23:00:00,2020-12-01,11:13:00
171664,22-232118,MP2022232118,2022-09-30 20:28:00+00:00,2022-09-30 11:15:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,Theft - Report Only (P),Theft - Report Only (P),0037XX 29TH AVE S,3.0,Standish,44.93501,-93.23085,2022-09-30,11:15:00,2022-09-30,20:28:00
171745,21-708431,MP2021708431,2021-10-18 12:31:00+00:00,2021-10-17 20:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,,,0039XX 24TH AVE S,3.0,Standish,44.93141,-93.23719,2021-10-17,20:00:00,2021-10-18,12:31:00
171788,22-220124,MP2022220124,2022-09-17 12:50:00+00:00,2022-09-16 08:50:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0038XX 24TH AVE S,3.0,Standish,44.93321,-93.23719,2022-09-16,08:50:00,2022-09-17,12:50:00
172177,22-114298,MP2022114298,2022-05-27 09:58:00+00:00,2022-05-26 13:00:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0038XX 25TH AVE S,3.0,Standish,44.93321,-93.23592,2022-05-26,13:00:00,2022-05-27,09:58:00
172385,19-012427,MP201912427,2019-01-13 11:15:00+00:00,2019-01-13 10:51:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,Theft - Report Only (P),Theft - Report Only (P),0023XX 38TH ST E,3.0,Standish,44.93411,-93.23782,2019-01-13,10:51:00,2019-01-13,11:15:00
172684,20-701784,MP2020701784,2020-04-06 13:13:00+00:00,2020-04-02 18:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,,,0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2020-04-02,18:00:00,2020-04-06,13:13:00
173061,22-122038,MP2022122038,2022-06-04 15:21:00+00:00,2022-06-04 15:20:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Property Damage Accident (P),Damage Property-In Progress(P),0038XX LONGFELLOW AVE,3.0,Standish,44.93321,-93.24607,2022-06-04,15:20:00,2022-06-04,15:21:00
173097,21-145321,MP2021145321,2021-07-02 18:32:00+00:00,2021-07-01 17:30:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Damage Property-Rpt Only (P),Damage Property-Rpt Only (P),0040XX LONGFELLOW AVE,3.0,Standish,44.92962,-93.24606,2021-07-01,17:30:00,2021-07-02,18:32:00
173272,22-709282,MP2022709282,2022-08-16 09:38:00+00:00,2022-08-10 17:20:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,,,0039XX 24TH AVE S,3.0,Standish,44.93141,-93.23719,2022-08-10,17:20:00,2022-08-16,09:38:00
173578,21-242740,MP2021242740,2021-10-21 14:58:00+00:00,2021-10-21 14:58:00+00:00,Property ,Robbery ,Robbery ,Robbery of Biz In Progress (P),Robbery of Biz In Progress (P),0023XX 38TH ST E,3.0,Standish,44.93411,-93.23782,2021-10-21,14:58:00,2021-10-21,14:58:00
173908,22-704821,MP2022704821,2022-05-13 12:16:00+00:00,2022-05-13 12:00:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0041XX 26TH AVE S,3.0,Standish,44.9278,-93.23466,2022-05-13,12:00:00,2022-05-13,12:16:00
